"table_name","col_order","column_name","data_type","is_nullable","column_default","column_comment","example_value"
"patent_award","2","award_name","character varying(255)","NO",,"奖项名称 (Original: patent_award.award, ES: _source.AW)","中国专利优秀奖"
"patent_classification","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_classification.patent_id, patent_main_category.patent_id, ES: _source.ID)","ZLW20201221000000274202"
"patent_classification","2","classification_code","character varying(100)","NO",,"分类号 (Original: patent_classification.classification, patent_main_category.category, ES: _source.CLS, _source.MCID)","C08G59/42(2006.01)"
"patent_classification","3","classification_type","character varying(50)","NO",,"类型 (Logic: ETL区分 IPC/MAIN)","IPC"
"patent_inventor","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_author.patent_id, ES: _source.ID)","ZLW20181105000000341034"
"patent_inventor","2","inventor_name","character varying(255)","NO",,"发明人姓名 (Original: patent_author.author, ES: _source.AU, _source.AUTHOR)","范丙申"
"patent_inventor","3","sequence","integer","NO",,"排序 (Original: patent_author.seq)","1"
"patent_inventor_detail","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_author_info.patent_id, ES: _source.ID)","ZLW20250408000000325182"
"patent_inventor_detail","2","inventor_name","character varying(255)","NO",,"发明人姓名 (Original: patent_author_info.author, ES: _source.AUTHORINFO.NAME)","赵巍"
"patent_inventor_detail","3","inventor_id","character varying(64)","YES",,"发明人ID (Original: patent_author_info.author_id, ES: _source.AUTHORINFO.AUID)",
"patent_inventor_detail","4","org_name","character varying(500)","NO",,"机构名称 (Original: patent_author_info.org_name, ES: _source.AUTHORINFO.ORG)","无"
"patent_inventor_detail","5","org_id","character varying(64)","YES",,"机构ID (Original: patent_author_info.org_id, ES: _source.AUTHORINFO.ORGID)",
"patent_inventor_detail","6","org_type","character varying(100)","YES",,"机构类型 (Original: patent_author_info.org_type, ES: _source.AUTHORINFO.JGLX)",
"patent_inventor_detail","7","province","character varying(100)","YES",,"省 (Original: patent_author_info.province, ES: _source.AUTHORINFO.ORGPROVINCE)",
"patent_inventor_detail","8","city","character varying(100)","YES",,"市 (Original: patent_author_info.city, ES: _source.AUTHORINFO.ORGCITY)",
"patent_inventor_detail","9","district","character varying(100)","YES",,"区县 (Original: patent_author_info.county, ES: _source.AUTHORINFO.ORGCOUNTY)",
"patent_inventor_detail","10","sequence","integer","NO",,"排序 (Original: patent_author_info.seq, ES: _source.AUTHORINFO.CX)","1"
"patent_keyword","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_keyword.patent_id, ES: _source.ID)","ZLW20190513000000175803"
"patent_keyword","2","keyword","character varying(255)","NO",,"关键词 (Original: patent_keyword.keyword, ES: _source.KEYWORD, _source.CKEY 合并去重)","任务量"
"patent_legal_status","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_legal_status.patent_id, ES: _source.ID)","ZLW20230510000000243332"
"patent_legal_status","2","status_date","character varying(50)","NO",,"日期 (Original: patent_legal_status.date, ES: _source.LAWLIST.DATE)","2023-04-11"
"patent_legal_status","3","status_code","character varying(50)","NO",,"状态代码 (Original: patent_legal_status.state, ES: _source.LAWLIST.STATE)","授权及下证"
"patent_legal_status","4","status_text","character varying(255)","YES",,"状态描述 (Original: patent_legal_status.text, ES: _source.LAWLIST.TITLE)","授权"
"patent_legal_status","5","status_type","character varying(50)","YES",,"类型 (Original: patent_legal_status.type, ES: _source.LAWLIST.PATENT)","专利授权"
"patent_legal_status","6","sequence","integer","NO",,"排序 (Original: patent_legal_status.seq)","1"
"patent_priority","1","patent_id","character varying(64)","NO",,"专利ID (Original: patent_priority.patent_id, ES: _source.ID)","ZLW20200603000000916983"
"patent_priority","2","priority_info","character varying(500)","NO",,"优先权信息 (Original: patent_priority.priority, ES: _source.PRIORITY)","62/531,964 2017.07.13 US"
"patent_priority","3","sequence","integer","YES",,"排序 (Original: patent_priority.seq)","1"
